3680
1120
( GRASS 2960 560 160 80 )
( GRASS 2880 640 80 80 )
( DIRT 2960 640 160 80 )
( GRASS 3120 640 80 80 )
( GRASS 2800 720 80 80 )
( DIRT 2880 720 320 80 )
( GRASS 3200 720 80 80 )
( GRASS 2720 800 80 80 )
( DIRT 2800 800 480 80 )
( GRASS 3280 800 80 80 )
( GRASS 0 880 1920 80 )
( GRASS 2000 880 720 80 )
( DIRT 2720 880 640 80 )
( GRASS 3360 880 320 80 )
( DIRT 0 960 1920 160 )
( DIRT 2000 960 1680 160 )
( PLAYER 200 840 80 80 )
( WOOD_BOX 800 800 160 160 )
( IRON_BOX 1120 800 160 160 )
( BEnem 1800 800 80 160 )
( STAR_COIN 2600 680 80 80 )
( COIN 1560 840 40 40 )
( COIN 1560 760 40 40 )
( COIN 1480 840 40 40 )
( COIN 1480 760 40 40 )
( COIN 1400 840 40 40 )
( COIN 1400 760 40 40 )
( STAR_COIN 1640 760 80 80 )
( STAR_COIN 1640 840 80 80 )
