28880
12400
Layer: 0
( GRASS 9240 9080 400 80 )
( DIRT 9240 9360 400 480 )
( GRASS 20600 9160 560 80 )
( GRASS 12920 9240 400 80 )
( DIRT 20600 9720 560 1040 )
( GRASS 7240 9320 720 80 )
( DIRT 12920 10040 400 1520 )
( DIRT 7200 9440 640 160 )
( DASH_BLOCK_R 11320 9400 80 80 1 )
( GRASS 10960 9480 160 80 )
( THORN_PROTUDE 11080 9480 80 80 )
( GRASS 11240 9480 240 80 )
( GRASS 12120 9480 240 80 )
( DIRT 7240 9680 720 320 )
( GRASS 8000 9560 800 80 )
( GRASS 10600 9560 240 80 )
( DIRT 9360 9760 160 320 )
( GRASS 6760 9720 240 80 )
( GRASS 10200 9800 240 80 )
( DIRT 7280 10080 640 480 )
( GRASS 8560 9880 960 80 )
( DIRT 9160 9880 240 80 )
( GRASS 17680 9880 480 80 )
( THORN_BLOCK 18240 9880 640 80 )
( GRASS 19040 9880 960 80 )
( DIRT 18480 10080 2080 320 )
( GRASS 4680 10120 720 80 )
( GRASS 6160 10120 640 80 )
( GRASS 6920 10120 80 80 )
( DIRT 4680 10200 720 80 )
( GRASS 5080 10200 80 80 )
( DIRT 6160 10760 640 1200 )
( DIRT 6920 10240 80 160 )
( DASH_BLOCK_R 3320 10280 240 80 1 )
( DIRT 4720 10280 800 80 )
( GRASS 5160 10280 80 80 )
( GRASS 8520 10280 1840 80 )
( DIRT 18120 10320 1360 160 )
( DIRT 20840 10520 80 560 )
( GRASS 3320 10360 240 80 )
( DIRT 4760 10360 880 80 )
( GRASS 5240 10360 80 80 )
( DIRT 8160 10600 2560 560 )
( GRASS 9640 10360 400 80 )
( GRASS 10320 10360 480 80 )
( GRASS 10920 10360 240 80 )
( GRASS 11400 10360 400 80 )
( GRASS 12160 10360 320 80 )
( GRASS 12640 10360 160 80 )
( DIRT 3320 10880 240 960 )
( DIRT 4800 10440 960 80 )
( GRASS 5320 10440 80 80 )
( THORN_BLOCK 5720 10440 240 80 )
( DIRT 12160 10680 320 560 )
( DIRT 12640 10600 160 400 )
( DIRT 18160 10440 1440 80 )
( GRASS 19120 10440 480 80 )
( GRASS 20600 10440 240 80 )
( DIRT 20760 10600 80 400 )
( DASH_BLOCK_R 2120 10520 240 80 1 )
( DIRT 4840 10520 1040 80 )
( GRASS 5600 10520 480 80 )
( DIRT 18200 10560 1520 160 )
( DIRT 20640 10600 160 240 )
( GRASS 26960 10520 160 80 )
( GRASS 200 10600 400 80 )
( GRASS 2120 10600 240 80 )
( DIRT 5080 10960 1520 800 )
( DIRT 26960 10800 160 480 )
( DIRT 200 10720 400 160 )
( DIRT 2120 11000 240 720 )
( DIRT 18240 10680 1600 80 )
( GRASS 19200 10680 320 80 )
( DIRT 20520 10680 80 80 )
( GRASS 640 10760 480 80 )
( DASH_BLOCK_R 1000 10760 240 80 1 )
( DIRT 18280 10760 1680 80 )
( DIRT 440 10840 880 80 )
( GRASS 1000 10840 240 80 )
( GRASS 10640 10840 2400 80 )
( GRASS 15960 10840 1040 80 )
( DIRT 18040 10960 1200 320 )
( DIRT 560 11120 1120 480 )
( DIRT 9440 10920 5120 80 )
( GRASS 15240 10920 400 80 )
( DIRT 15960 11320 1040 880 )
( DIRT 25120 10920 160 80 )
( DIRT 9480 11080 5200 240 )
( GRASS 14840 11000 400 80 )
( DIRT 15240 11360 400 800 )
( GRASS 19920 11000 1120 80 )
( GRASS 26320 11000 1120 80 )
( GRASS 14440 11080 400 80 )
( DIRT 14840 11400 400 720 )
( GRASS 19240 11080 240 80 )
( DIRT 19920 11080 1120 80 )
( GRASS 20600 11080 240 80 )
( GRASS 14040 11160 400 80 )
( DIRT 14440 11440 400 640 )
( DIRT 18200 11160 1520 80 )
( GRASS 19040 11160 160 80 )
( DIRT 19920 11160 1600 80 )
( GRASS 21080 11160 720 80 )
