6320
1680
Layer: 0
( GRASS 3480 520 80 80 )
( GRASS 5280 520 480 80 )
( DIRT 3480 600 80 80 )
( GRASS 3560 600 80 80 )
( DIRT 5280 760 160 400 )
( DIRT 3520 680 160 80 )
( GRASS 3640 680 80 80 )
( DIRT 3560 760 240 80 )
( GRASS 3720 760 80 80 )
( DIRT 3600 840 320 80 )
( GRASS 3800 840 80 80 )
( GRASS 2840 920 80 80 )
( DIRT 3640 920 400 80 )
( GRASS 3880 920 80 80 )
( DIRT 2840 1000 80 80 )
( GRASS 3160 1000 560 80 )
( DIRT 3680 1000 480 80 )
( GRASS 4120 1000 400 80 )
( THORN_BLOCK 4480 1000 320 80 )
( GRASS 5480 1000 1680 80 )
( DIRT 4320 1360 3040 640 )
( GRASS 1800 1160 240 80 )
( GRASS 1640 1240 80 80 )
( DIRT 1720 1280 80 160 )
( GRASS 1560 1320 80 80 )
( DIRT 1640 1320 80 80 )
( GRASS 1400 1400 2800 80 )
( DIRT 1400 1560 2800 240 )
( PLAYER 160 1280 160 160 )
( WOOD_BOX 2160 1280 160 160 )
( IRON_BOX 3120 880 160 160 )
( STAR_COIN 3480 280 80 80 )
( WOOD_BOX 5120 880 160 160 )
( IRON_BOX 5440 880 160 160 )
( BEnem 6040 880 80 160 )
( GOAL 6240 920 160 80 )
( STAR_COIN 1800 1240 80 80 )
Layer: 1
( PERMATION_BLOCK_DIRT 1800 1240 80 80 )
( PERMATION_BLOCK_DIRT 1880 1240 80 80 )
( PERMATION_BLOCK_DIRT 1880 1320 80 80 )
( PERMATION_BLOCK_DIRT 1800 1320 80 80 )
( DIRT 5880 1080 80 80 )
( DIRT 5960 1080 80 80 )
( DIRT 6040 1080 80 80 )
( DIRT 6120 1080 80 80 )
( DIRT 6200 1080 80 80 )
( DIRT 6280 1080 80 80 )
