17200
1840
Layer: 0
( GRASS 13880 680 240 80 )
( DIRT 13880 1040 240 640 )
( DIRT 5160 1000 240 80 )
( DIRT 11040 1120 160 160 )
( GRASS 13040 1160 320 80 )
( GRASS 4680 1240 240 80 )
( DIRT 13040 1400 320 400 )
( DIRT 4680 1440 240 320 )
( GRASS 4440 1400 240 80 )
( DIRT 4440 1520 240 160 )
( DASH_BLOCK_L 12440 1480 400 80 0 )
( GRASS 2160 1560 4320 80 )
( GRASS 8840 1560 8080 80 )
( GRASS 15200 1560 4000 80 )
( DIRT 8600 1720 17200 240 )
( PLAYER 320 1440 160 160 )
( IRON_BOX 13840 1440 160 160 )
( GOAL 16240 1480 160 80 )
( BEnem 14840 1440 80 160 )
( ONE_EYE 2520 1480 80 80 )
( WOOD_BOX 6800 1440 160 160 )
( IRON_BOX 7760 1440 160 160 )
( ROCK_GENERATOR 11000 960 80 160 1 )
( BEnem 9480 1440 80 160 )
( BREAK_BLOCK 11040 1360 160 320 )
