20160
1120
( DIRT 17040 80 80 320 )
( DIRT 2000 160 800 80 )
( GRASS 8720 240 320 80 )
( DIRT 12480 240 720 80 )
( DIRT 6720 320 320 80 )
( DIRT 7200 320 560 80 )
( DIRT 8720 320 320 560 )
( DIRT 12160 320 320 80 )
( DIRT 16640 320 400 80 )
( DIRT 19440 320 720 80 )
( GRASS 3840 400 480 80 )
( GRASS 10160 400 480 80 )
( GRASS 15200 400 240 80 )
( DIRT 19440 400 80 240 )
( DIRT 20080 400 80 720 )
( GRASS 1680 480 160 80 )
( DIRT 3840 480 480 400 )
( DIRT 10320 480 160 400 )
( DIRT 15200 480 240 400 )
( DIRT 15920 480 480 80 )
( DIRT 1680 560 160 320 )
( GRASS 2320 560 160 80 )
( GRASS 2720 560 80 80 )
( GRASS 13200 560 240 80 )
( GRASS 1040 640 160 80 )
( GRASS 2240 640 80 80 )
( DIRT 2320 640 160 160 )
( THORN_BLOCK 2480 640 240 80 )
( DIRT 2720 640 80 80 )
( GRASS 2800 640 80 80 )
( GRASS 6480 640 160 80 )
( GRASS 8000 640 720 80 )
( GRASS 11920 640 160 80 )
( DIRT 13200 640 240 240 )
( GRASS 880 720 160 80 )
( DIRT 1040 720 160 160 )
( GRASS 1600 720 80 80 )
( GRASS 2160 720 80 80 )
( DIRT 2240 720 80 80 )
( GRASS 2480 720 240 80 )
( DIRT 2720 720 160 80 )
( GRASS 2880 720 80 80 )
( DIRT 6480 720 160 160 )
( DIRT 8000 720 720 160 )
( GRASS 11760 720 160 80 )
( DIRT 11920 720 160 160 )
( GRASS 13120 720 80 80 )
( GRASS 18080 720 320 80 )
( GRASS 18720 720 320 80 )
( GRASS 0 800 880 80 )
( DIRT 880 800 160 80 )
( GRASS 1200 800 400 80 )
( DIRT 1600 800 80 80 )
( GRASS 1840 800 320 80 )
( DIRT 2160 800 800 80 )
( GRASS 2960 800 880 80 )
( GRASS 4320 800 640 80 )
( THORN_BLOCK 4960 800 960 80 )
( GRASS 5920 800 560 80 )
( GRASS 6640 800 720 80 )
